store_id,department_id,date,year,month,week,dow,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twenty_one,twenty_two,twenty_three,total_day
1,1,2018-07-16,2018,7,3,1,0,0,366985,722678,1209358,3026376,2246454,1836699,613652,742179,886982,1077275,0,0,0,12728638
1,1,2018-07-17,2018,7,3,2,0,0,451674,406507,1209358,692329,2090404,1226859,890279,1947785,2548888,788178,0,0,0,12252261
1,1,2018-07-18,2018,7,3,3,0,0,366985,451674,1138219,831247,1841362,1604666,1323902,1197357,1435700,1245087,0,0,0,11436199
1,1,2018-07-19,2018,7,3,4,0,0,338756,406507,853664,2407105,1471407,779670,830943,1093919,1827484,744676,0,0,0,10754131
1,1,2018-07-20,2018,7,3,5,0,0,282296,316172,320124,1057262,2470730,574302,478378,671639,744200,627418,0,0,0,7542521
1,1,2018-07-21,2018,7,3,6,0,0,225837,248421,604678,1344344,1052492,564155,442636,993992,434298,532616,0,0,0,6443469
1,1,2018-07-22,2018,7,3,7,0,0,282296,813013,1138219,3850346,3954233,680438,760957,1434531,868131,533667,0,0,0,14315831
1,1,2018-07-23,2018,7,4,1,0,0,564593,406507,711387,925353,1783964,956847,487833,779439,1470130,727692,0,0,0,8813745
1,1,2018-07-24,2018,7,4,2,0,0,254067,451674,640248,2104132,2502555,1454766,615562,1250953,2040154,819179,0,0,0,12133290
1,1,2018-07-25,2018,7,4,3,0,0,564593,587176,1351635,2307912,1292138,818607,499057,1402071,1353300,633270,0,0,0,10809759
1,1,2018-07-26,2018,7,4,4,0,0,508133,903348,1138219,2519437,3571461,618266,563560,839930,2429484,737557,0,0,0,13829395
1,1,2018-07-27,2018,7,4,5,0,0,239952,293588,355693,1596575,634981,663499,495249,594369,1008400,323082,0,0,0,6205388
1,1,2018-07-28,2018,7,4,6,0,0,141148,361339,497970,1738132,1048016,610244,322115,430283,310345,275146,0,0,0,5734738
1,1,2018-07-29,2018,7,4,7,0,0,423444,767846,924803,2532757,1704761,1184147,1125081,1588920,1228882,1039906,0,0,0,12520547
1,1,2018-07-30,2018,8,1,1,0,0,423444,903348,640248,916923,2803755,914944,700355,1160412,2482922,861834,0,0,0,11808185
1,1,2018-07-31,2018,8,1,2,0,0,564593,632344,782526,3176435,2387034,1332450,678893,1219194,1366583,901661,0,0,0,13041713
1,1,2018-08-01,2018,8,1,3,0,0,508133,609760,1067080,1813904,6341142,1618028,1194131,2181462,2636113,1633868,0,0,0,19603621
1,1,2018-08-02,2018,8,1,4,0,0,423444,1287271,960372,2075761,3333532,1165041,751487,1809696,1879346,2130365,0,0,0,15816315
1,1,2018-08-03,2018,8,1,5,0,0,762200,1355022,1920744,4159761,3582562,1326803,1590297,2318220,2633506,967900,0,0,0,20617015
1,1,2018-08-04,2018,8,1,6,0,0,677511,1016267,1387204,1541173,2495933,2025585,1525559,1618367,1735386,2076640,0,0,0,16099625
1,1,2018-08-05,2018,8,1,7,0,0,275239,508133,746956,1909074,3059202,878766,835488,1620423,1120316,458978,0,0,0,11412575
1,1,2018-08-06,2018,8,2,1,0,0,381100,440382,480186,2836292,1025934,972632,675818,910217,682675,484898,0,0,0,8890134
1,1,2018-08-07,2018,8,2,2,0,0,592822,880764,1387204,2901270,2329358,1728871,1701872,2002689,2715109,2252573,0,0,0,18492532
1,1,2018-08-08,2018,8,2,3,0,0,508133,880764,1600620,4619754,5572040,817935,849148,1523130,1952124,1461801,0,0,0,19785449
1,1,2018-08-09,2018,8,2,4,0,0,508133,1287271,1173788,6021442,5924366,1761440,920983,1757668,2568255,1440686,0,0,0,23364032
1,1,2018-08-10,2018,8,2,5,0,0,635167,948515,1707328,2205433,2415368,2476912,874927,1525627,1609587,1207566,0,0,0,15606430
1,1,2018-08-11,2018,8,2,6,0,0,635167,1219520,1814036,4330391,2448850,1477755,1199774,1711245,1600021,2355716,0,0,0,18792475
1,1,2018-08-12,2018,8,2,7,0,0,275239,609760,907018,875135,2421916,919068,1058194,1664324,770139,423098,0,0,0,9923891
1,1,2018-08-13,2018,8,3,1,0,0,232894,575884,960372,1335528,894964,1368437,530598,804268,1123569,531164,0,0,0,8357678
1,1,2018-08-14,2018,8,3,2,0,0,804544,948515,960372,2641334,7350991,1552704,1469348,3086037,3081458,1079323,0,0,0,22974626
1,1,2018-08-15,2018,8,3,3,0,0,508133,1084018,960372,3780293,4489105,2654734,1575579,1834697,1588269,994350,0,0,0,19469550
1,1,2018-08-16,2018,8,3,4,0,0,635167,880764,1600620,2309086,2715597,2320592,818039,1577076,2084977,1343574,0,0,0,16285492
1,1,2018-08-17,2018,8,3,5,0,0,635167,1016267,1920744,2915352,3036329,1988508,1329508,1726478,2627044,1488716,0,0,0,18684113
1,1,2018-08-18,2018,8,3,6,0,0,719855,1151769,1814036,5386228,6031923,1453465,1617203,1609236,3764239,1793424,0,0,0,25341378
1,1,2018-08-19,2018,8,3,7,0,0,402272,440382,960372,1696750,1280287,1110530,293885,932468,622506,777310,0,0,0,8516762
1,1,2018-08-20,2018,8,4,1,0,0,296411,304880,960372,1159648,3807843,1034421,646247,1107522,746292,444488,0,0,0,10508124
1,1,2018-08-21,2018,8,4,2,0,0,550478,1287271,1387204,2817205,5374278,2085169,1625526,3269714,3513312,1651020,0,0,0,23561177
1,1,2018-08-22,2018,8,4,3,0,0,381100,745262,1493912,2107786,2028439,2380733,1706765,1071186,1770469,2263975,0,0,0,15949627
1,1,2018-08-23,2018,8,4,4,0,0,592822,609760,2134160,4090918,3243821,2527355,1863925,1918158,1792536,1643835,0,0,0,20417290
1,1,2018-08-24,2018,8,4,5,0,0,592822,609760,1387204,1440537,5742153,2956718,853284,1614102,2067230,2081507,0,0,0,19345317
1,1,2018-08-25,2018,8,4,6,0,0,846889,1016267,1387204,3164096,3538080,2122688,1704002,1341541,1902597,2651552,0,0,0,19674916
1,1,2018-08-26,2018,8,4,7,0,0,254067,677511,853664,1435474,3019017,1001110,910623,795155,996836,704890,0,0,0,10648347
1,1,2018-08-27,2018,9,1,1,0,0,211722,474258,800310,1786705,1987785,857461,828240,1544666,978341,528369,0,0,0,9997857
1,1,2018-08-28,2018,9,1,2,0,0,423444,745262,1920744,4814878,2929069,2371254,843746,1673534,2296151,719266,0,0,0,18737348
1,1,2018-08-29,2018,9,1,3,0,0,762200,1151769,2134160,2806693,2622426,1280555,1260996,1805014,2035816,1771536,0,0,0,17631165
1,1,2018-08-30,2018,9,1,4,0,0,719855,880764,1707328,4943530,4708542,2367779,1637637,1531525,1565337,1322632,0,0,0,21384929
1,1,2018-08-31,2018,9,1,5,0,0,441000,572713,715954,593100,748088,1838862,1596256,2069514,1135034,726056,0,0,0,10436577
1,1,2018-09-01,2018,9,1,6,0,0,220500,678848,948593,1199814,532518,1465644,1110204,2326229,1608236,998444,0,0,0,11089030
1,1,2018-09-02,2018,9,1,7,0,0,352800,408671,513301,1169306,903112,972396,1952125,2221174,1299548,944742,0,0,0,10737175
1,1,2018-09-03,2018,9,2,1,0,0,374850,789832,1280912,461902,865892,1608905,2020631,1190178,2448590,1925192,0,0,0,12966884
1,1,2018-09-04,2018,9,2,2,0,0,308700,444565,408441,891990,859933,1092617,1813444,1231383,1235868,1411776,0,0,0,9698717
1,1,2018-09-05,2018,9,2,3,0,0,396900,858441,1637423,1286930,1823096,2153362,3817070,4000653,3862392,2738614,0,0,0,22574881
1,1,2018-09-06,2018,9,2,4,0,0,599760,1543077,2000966,2111472,1887662,1054097,3153811,5087541,3696690,2573750,0,0,0,23708826
1,1,2018-09-07,2018,9,2,5,0,0,418950,854784,1065785,503335,707288,1344533,1471280,3465666,1288151,1400453,0,0,0,12520225
1,1,2018-09-08,2018,9,2,6,0,0,352800,382840,1706078,461846,734582,1410261,1278572,2849472,1182022,686477,0,0,0,11044950
1,1,2018-09-09,2018,9,2,7,0,0,418950,359246,622517,1098795,1035395,1001530,949320,1447958,1261620,1968978,0,0,0,10164309
1,1,2018-09-10,2018,9,3,1,0,0,308700,545401,1205475,908472,576983,1783683,2301572,3340006,1428390,775946,0,0,0,13174628
1,1,2018-09-11,2018,9,3,2,0,0,264600,616102,614115,1251222,957715,1419466,1524466,1985539,1050287,1749250,0,0,0,11432762
1,1,2018-09-12,2018,9,3,3,0,0,705600,1022087,2975032,2023052,1611910,1558036,4368066,3303618,5247018,3809166,0,0,0,26623585
1,1,2018-09-13,2018,9,3,4,0,0,388080,393743,1140061,2068243,1508895,2378410,3408766,2507532,3183978,2760734,0,0,0,19738442
1,1,2018-09-14,2018,9,3,5,0,0,286650,534424,785970,426176,606801,1463353,1238475,2477842,1991214,1439486,0,0,0,11250391
1,1,2018-09-15,2018,9,3,6,0,0,352800,569122,996493,437670,819274,585315,1354755,1341774,1608639,1120799,0,0,0,9186641
1,1,2018-09-16,2018,9,3,7,0,0,396900,584808,1190214,962889,690967,945663,2627933,2322043,1913013,946065,0,0,0,12580495
1,1,2018-09-17,2018,9,4,1,0,0,220500,482417,439912,493622,1251701,915251,2534222,1734478,1362629,756210,0,0,0,10190942
1,1,2018-09-18,2018,9,4,2,0,0,264600,584164,761829,742195,510709,705141,2353986,2908812,1233956,1596492,0,0,0,11661884
1,1,2018-09-19,2018,9,4,3,0,0,661500,1355988,1244373,1886392,2654826,3220885,2520887,3938986,4310444,3087699,0,0,0,24881980
1,1,2018-09-20,2018,9,4,4,0,0,705600,1126014,708273,1364848,1858198,1097768,4411278,2547453,3310284,2289030,0,0,0,19418746
1,1,2018-09-21,2018,9,4,5,0,0,374850,626199,316459,1245680,564232,797245,2193208,1433686,1870218,1540614,0,0,0,10962391
1,1,2018-09-22,2018,9,4,6,0,0,441000,1026740,1004390,604506,1157595,1877136,2645172,2711061,1022317,1001972,0,0,0,13491889
1,1,2018-09-23,2018,9,4,7,0,0,441000,705632,648872,781283,761116,1232800,1180120,1754123,2903696,860108,0,0,0,11268750
1,1,2018-09-24,2018,10,1,1,0,0,220500,918191,871218,808010,586752,840655,2043450,1324525,1952839,1754930,0,0,0,11321070
1,1,2018-09-25,2018,10,1,2,0,0,286650,1048394,357436,730880,602539,894250,1236119,2322540,2243472,1064120,0,0,0,10786400
1,1,2018-09-26,2018,10,1,3,0,0,661500,1036832,1500166,2640428,968153,2143984,3736415,4773656,5392806,2507797,0,0,0,25361737
1,1,2018-09-27,2018,10,1,4,0,0,599760,761485,3063622,2112182,1910225,1786798,6162406,3709100,3068038,2135745,0,0,0,25309361
1,1,2018-09-28,2018,10,1,5,0,0,330750,1174081,1516276,1333108,1489854,1676720,2386994,4605094,3817078,2753148,0,0,0,21083103
1,1,2018-09-29,2018,10,1,6,0,0,496125,809286,1494582,810976,1004592,1939306,1949111,1696937,3169696,1107538,0,0,0,14478149
1,1,2018-09-30,2018,10,1,7,0,0,396900,454399,728220,744759,1148637,1384766,1884940,1521243,2221986,1318257,0,0,0,11804107
1,1,2018-10-01,2018,10,2,1,0,0,297675,1077918,692369,868752,1473600,1473803,4216942,2826354,1827807,942108,0,0,0,15697328
1,1,2018-10-02,2018,10,2,2,0,0,529200,673002,778560,1064046,1754607,2168642,3524692,3540375,2279208,1892402,0,0,0,18204734
1,1,2018-10-03,2018,10,2,3,0,0,628425,1236114,1172714,1051529,1194185,2619594,3199777,2510745,2461707,1490067,0,0,0,17564857
1,1,2018-10-04,2018,10,2,4,0,0,562275,1938114,692608,1225421,867327,1903590,3622734,2729174,3999429,1381659,0,0,0,18922331
1,1,2018-10-05,2018,10,2,5,0,0,595350,896327,2438612,2915320,2760906,4548013,6410939,8774315,6781102,2845656,0,0,0,38966540
1,1,2018-10-06,2018,10,2,6,0,0,1058400,1328194,2568825,1850539,1462959,1497746,3345829,7795046,7974916,2488955,0,0,0,31371409
1,1,2018-10-07,2018,10,2,7,0,0,463050,1187045,962410,636640,867833,1360466,2096050,3329469,1678922,2165192,0,0,0,14747077
1,1,2018-10-08,2018,10,3,1,0,0,661500,1004442,682569,1061689,1014013,1771687,2880922,3253953,2392182,1347501,0,0,0,16070458
1,1,2018-10-09,2018,10,3,2,0,0,529200,1146306,1879923,1157352,1106140,2309568,1655018,3919590,2600176,1713419,0,0,0,18016692
1,1,2018-10-10,2018,10,3,3,0,0,429975,413838,853779,1467884,1761292,2001338,2020645,4531629,2531657,1615929,0,0,0,17627966
1,1,2018-10-11,2018,10,3,4,0,0,429975,983164,861201,1878583,839049,1943147,4744129,2403236,1666247,2439979,0,0,0,18188710
1,1,2018-10-12,2018,10,3,5,0,0,1323000,1466281,4052373,3751630,1952810,3409179,7868749,5439829,3487022,3957521,0,0,0,36708394
1,1,2018-10-13,2018,10,3,6,0,0,1058400,1501655,2526719,1499553,2510362,1864172,3291906,9396524,12090706,2072782,0,0,0,37812779
1,1,2018-10-14,2018,10,3,7,0,0,529200,914953,1616730,1570258,1566101,874913,2478675,2569162,1581209,1068260,0,0,0,14769461
1,1,2018-10-15,2018,10,4,1,0,0,396900,1800220,1721638,621150,1070711,1886364,3371668,2170500,3235177,1177527,0,0,0,17451855
1,1,2018-10-16,2018,10,4,2,0,0,529200,656895,1109313,1217053,1224120,1670995,1247440,1846757,3617361,1687387,0,0,0,14806521
1,1,2018-10-17,2018,10,4,3,0,0,429975,784730,1189105,1979618,753502,1495958,1277309,2602908,4380591,1642599,0,0,0,16536295
1,1,2018-10-18,2018,10,4,4,0,0,463050,643239,1271897,945120,1438219,2731208,4714229,2686135,4279522,3021274,0,0,0,22193893
1,1,2018-10-19,2018,10,4,5,0,0,1323000,2754133,2384694,2593164,1317173,4948005,5047204,5782143,4060937,2918908,0,0,0,33129361
1,1,2018-10-20,2018,10,4,6,0,0,1058400,2198121,2736636,3907294,1907777,2279447,3474627,5248117,8638588,2260717,0,0,0,33709724
1,1,2018-10-21,2018,10,4,7,0,0,429975,773168,1994092,2049954,696523,2493520,2317739,2463294,1706222,974949,0,0,0,15899436
1,1,2018-10-22,2018,10,5,1,0,0,529200,922681,924478,1127612,821486,2264507,1950424,4651462,2639816,1588093,0,0,0,17419759
1,1,2018-10-23,2018,10,5,2,0,0,661500,1711729,1094860,1654824,807845,1117280,3248181,4000843,1824635,1920573,0,0,0,18042270
1,1,2018-10-24,2018,10,5,3,0,0,396900,742936,1595242,884821,1411533,1286225,1681469,2491949,3209050,1427356,0,0,0,15127481
1,1,2018-10-25,2018,10,5,4,0,0,595350,1576363,1908221,999547,751320,3265344,2563865,4024599,2600280,2292714,0,0,0,20577603
1,1,2018-10-26,2018,10,5,5,0,0,793800,2220199,2219020,1835643,2754922,2149365,6783880,4812525,5061972,3443912,0,0,0,32075238
1,1,2018-10-27,2018,10,5,6,0,0,1005480,689666,1236105,1895339,2266292,4609102,3114446,7676547,7401136,2166070,0,0,0,32060183
1,1,2018-10-28,2018,10,5,7,0,0,463050,683154,1867952,1109393,1704530,1279618,2650183,2421682,1765257,1583975,0,0,0,15528794
1,1,2018-10-29,2018,11,1,1,0,0,429975,703891,1199773,1007881,914960,1980699,3558090,4083847,1943155,1230655,0,0,0,17052926
1,1,2018-10-30,2018,11,1,2,0,0,429975,1080866,1086921,1356683,709691,1493624,2156875,3732833,1275386,1279209,0,0,0,14602063
1,1,2018-10-31,2018,11,1,3,0,0,366985,767846,1280497,2103023,1011344,1513541,567782,1346690,2017477,1250070,0,0,0,12225255
1,1,2018-11-01,2018,11,1,4,0,0,254067,496841,995942,1921430,2637211,1184988,435941,1210303,2201961,683413,0,0,0,12022097
1,1,2018-11-02,2018,11,1,5,0,0,338756,451674,1422774,1455197,2610256,1183550,481488,1035048,1416692,864663,0,0,0,11260098
1,1,2018-11-03,2018,11,1,6,0,0,254067,677511,1209358,685931,4300619,859744,1201680,1650370,2075080,1567730,0,0,0,14482090
1,1,2018-11-04,2018,11,1,7,0,0,169378,203253,391262,933448,1240886,468922,533795,735058,596134,561080,0,0,0,5833216
1,1,2018-11-05,2018,11,2,1,0,0,197607,203253,320124,369958,1577506,688351,302171,430991,955846,571508,0,0,0,5617315
1,1,2018-11-06,2018,11,2,2,0,0,536363,451674,1138219,2530887,3873623,727511,998548,1141326,2483270,856758,0,0,0,14738179
1,1,2018-11-07,2018,11,2,3,0,0,310526,767846,1209358,1351230,2724739,1622747,1020002,899810,1654950,1104505,0,0,0,12665713
1,1,2018-11-08,2018,11,2,4,0,0,479904,722678,640248,2330759,3160341,1034847,382406,1716914,1479229,1021171,0,0,0,12968497
1,1,2018-11-09,2018,11,2,5,0,0,310526,813013,853664,2019460,2267843,1335062,1048014,1064204,1456457,1318086,0,0,0,12486329
1,1,2018-11-10,2018,11,2,6,0,0,564593,496841,640248,2245796,1842816,893832,1249462,907351,1474070,1363604,0,0,0,11678613
1,1,2018-11-11,2018,11,2,7,0,0,239952,316172,462401,977760,946766,440894,275799,662674,755475,448006,0,0,0,5525899
1,1,2018-11-12,2018,11,3,1,0,0,211722,293588,391262,1297074,1313500,434682,354720,345273,962258,272783,0,0,0,5876862
1,1,2018-11-13,2018,11,3,2,0,0,564593,496841,1422774,2877413,1503641,1132678,400428,1390570,2319358,1561196,0,0,0,13669492
1,1,2018-11-14,2018,11,3,3,0,0,451674,542009,640248,1702337,2667665,1728658,1090936,1649286,1478304,510288,0,0,0,12461405
1,1,2018-11-15,2018,11,3,4,0,0,508133,587176,1067081,1384657,3309806,1308650,1008982,1435210,2548888,985223,0,0,0,14143806
1,1,2018-11-16,2018,11,3,5,0,0,395215,632344,1138219,748122,1841362,1604666,1557532,1959311,861420,913064,0,0,0,11651255
1,1,2018-11-17,2018,11,3,6,0,0,536363,632344,995942,3209474,1961876,1386080,415472,1009771,1435881,992901,0,0,0,12576104
1,1,2018-11-18,2018,11,3,7,0,0,183493,248421,711386,830706,1560461,765736,276956,485073,665863,627418,0,0,0,6355513
1,1,2018-11-19,2018,11,4,1,0,0,155263,361339,533540,1964811,997097,512868,306440,646095,477728,392454,0,0,0,6347635
1,1,2018-11-20,2018,11,4,2,0,0,423444,542009,924803,2695242,2372540,1134063,581909,1165557,1736262,960601,0,0,0,12536430
1,1,2018-11-21,2018,11,4,3,0,0,508133,451674,853664,1295494,891982,1913694,596241,1039252,661559,727692,0,0,0,8939385
1,1,2018-11-22,2018,11,4,4,0,0,423444,677511,782526,1107438,4095090,1454766,554006,1023507,1402606,630138,0,0,0,12151032
1,1,2018-11-23,2018,11,4,5,0,0,395215,406507,924803,2307912,1184460,818607,720860,1033105,1159972,985086,0,0,0,9936527
1,1,2018-11-24,2018,11,4,6,0,0,423444,903348,1138219,1482022,3968290,824354,901696,1595867,1918014,1139860,0,0,0,14295114
1,1,2018-11-25,2018,11,4,7,0,0,254067,271004,711386,1784408,846642,459346,389124,297185,907560,380096,0,0,0,6300818
1,1,2018-11-26,2018,12,1,1,0,0,254067,271004,569109,869066,1048016,488195,207074,496481,536051,400213,0,0,0,5139276
1,1,2018-11-27,2018,12,1,2,0,0,564593,858181,1067081,1899568,2216189,1110138,900065,1495454,1316660,675939,0,0,0,12103868
1,1,2018-11-28,2018,12,1,3,0,0,338756,587176,995942,2037606,3925257,914944,583629,911753,1365607,760442,0,0,0,12421112
1,1,2018-11-29,2018,12,1,4,0,0,366985,496841,640248,3176435,2557536,1097312,987480,870853,1757036,689506,0,0,0,12640232
1,1,2018-11-30,2018,12,1,5,0,0,762200,948515,2134160,3265027,4359535,2157370,1123888,1714006,3765876,1057209,0,0,0,21287786
1,1,2018-12-01,2018,12,1,6,0,0,677511,677511,1173788,1465243,5555886,2213578,1252479,1809696,1879346,1503787,0,0,0,18208825
1,1,2018-12-02,2018,12,1,7,0,0,592822,880764,1600620,4893836,2303076,2358762,2079619,1586151,2487200,1290533,0,0,0,20073383
1,1,2018-12-03,2018,12,2,1,0,0,381100,1084018,2027452,1961492,4159889,1800520,1627262,1888095,1272616,1832330,0,0,0,18034774
1,1,2018-12-04,2018,12,2,2,0,0,359928,542009,1013726,1145444,1682561,585844,556992,1449852,1061352,573722,0,0,0,8971430
1,1,2018-12-05,2018,12,2,3,0,0,381100,440382,907018,1890862,1709891,486316,477048,1517028,1241228,484898,0,0,0,9535771
1,1,2018-12-06,2018,12,2,4,0,0,635167,1084018,2134160,2290476,5176352,2659802,900991,2464848,1879691,1855060,0,0,0,21080565
1,1,2018-12-07,2018,12,2,5,0,0,635167,1219520,1600620,4927738,6268545,1181462,771953,1903913,2066954,1727583,0,0,0,22303455
1,1,2018-12-08,2018,12,2,6,0,0,381100,677511,1493912,4119934,3136429,1878869,920983,1464723,2568255,1824868,0,0,0,18466584
1,1,2018-12-09,2018,12,2,7,0,0,508133,745262,2134160,3392974,3421772,1362302,874927,1386934,2069469,2173619,0,0,0,18069552
1,1,2018-12-10,2018,12,3,1,0,0,762200,1084018,1920744,3566205,1584550,2111078,1136628,1100086,1200016,1531215,0,0,0,15996740
1,1,2018-12-11,2018,12,3,2,0,0,423444,440382,746956,1352481,1676711,919068,891110,998594,427855,893207,0,0,0,8769808
1,1,2018-12-12,2018,12,3,3,0,0,190550,575884,693602,741960,1591046,836267,482362,1462306,768758,389520,0,0,0,7732255
1,1,2018-12-13,2018,12,3,4,0,0,508133,609760,960372,1807229,4492272,1552704,2448914,1786653,1459638,2038722,0,0,0,17664397
1,1,2018-12-14,2018,12,3,5,0,0,846889,1084018,1493912,2598951,3780299,2156972,1409728,1630842,2743374,1988699,0,0,0,19733684
1,1,2018-12-15,2018,12,3,6,0,0,677511,1355022,1493912,1814282,2236374,2939416,1158888,2724040,2710470,1151635,0,0,0,18261550
1,1,2018-12-16,2018,12,3,7,0,0,423444,880764,1600620,1603444,3036329,994254,1189560,1624920,2936108,1488716,0,0,0,15778159
1,1,2018-12-17,2018,12,4,1,0,0,592822,609760,960372,3590819,5322285,2642664,1725016,2503256,3973364,2241780,0,0,0,24162138
1,1,2018-12-18,2018,12,4,2,0,0,317583,440382,1013726,1796558,1355598,971713,587770,683810,622506,868758,0,0,0,8658404
1,1,2018-12-19,2018,12,4,3,0,0,296411,542009,746956,1159648,2605366,620653,682149,664513,746292,488937,0,0,0,8552934
1,1,2018-12-20,2018,12,4,4,0,0,719855,1084018,1600620,2561095,4299422,1603976,1381697,3106228,1580990,1651020,0,0,0,19588921
1,1,2018-12-21,2018,12,4,5,0,0,381100,1151769,1280496,1363861,3042659,1339162,948203,1558088,1327852,1906506,0,0,0,14299696
1,1,2018-12-22,2018,12,4,6,0,0,465789,1151769,1920744,5551960,2671382,1421637,1035514,1662404,1912038,1753424,0,0,0,19546661
1,1,2018-12-23,2018,12,4,7,0,0,465789,745262,1814036,1920716,3190085,2299669,1450583,3066794,1653784,1734590,0,0,0,18341308
1,1,2018-12-24,2018,12,5,1,0,0,635167,1151769,1707328,2373072,4717440,1228924,1345265,1207387,3382395,1325776,0,0,0,19074523
1,1,2018-12-25,2018,12,5,2,0,0,381100,575884,746956,1291927,2616481,750833,862695,514512,712026,497569,0,0,0,8949983
1,1,2018-12-26,2018,12,5,3,0,0,190550,508133,907018,992614,3379235,1200445,1104320,1544666,628934,528369,0,0,0,10984284
1,1,2018-12-27,2018,12,5,4,0,0,508133,609760,1280496,4531650,2004100,2540630,973553,1673534,2870189,1222752,0,0,0,18214797
1,1,2018-12-28,2018,12,5,5,0,0,762200,1016267,2134160,1871129,2950229,1920832,969997,2449662,1821519,1882257,0,0,0,17778252
1,1,2018-12-29,2018,12,5,6,0,0,508133,1355022,1067080,2601858,4316164,2999186,775723,1178096,1341718,1102193,0,0,0,17245173
1,1,2018-12-30,2018,12,5,7,0,0,677511,813013,1387204,1582048,4717440,2234408,896843,2146466,2748196,1325776,0,0,0,18528905
